,HP,ATK,DEF,HP.PR,ATK.PR,DEF.PR,CRIT,HIT,DODG,MSPD,HAST,LFS,COST,TOTALCOST
61,"204,959.00","14,126.00","2,764.00",11.9,10.5,11.2,0,0,15,15,7.5,0,800,36160
62,"204,959.00","14,126.00","2,764.00",11.9,10.5,11.2,0,0,15,18,9,0,800,36960
63,"219,164.00","15,105.00","2,956.00",11.9,10.5,11.2,0,0,15,18,9,0,800,37760
64,"234,094.00","16,134.00","3,157.00",11.9,10.5,11.2,0,0,15,18,9,0,800,38560
65,"234,094.00","16,134.00","3,157.00",11.9,10.5,11.2,0,0,15,18,9,0,800,39360
66,"249,749.00","17,213.00","3,368.00",11.9,10.5,11.2,0,0,15,18,9,0,800,40160
67,"249,749.00","17,213.00","3,368.00",12.8,11.3,12,0,0,20,18,9,0,800,40960
68,"266,128.00","18,342.00","3,589.00",12.8,11.3,12,0,0,20,18,9,0,800,41760
69,"283,232.00","19,520.00","3,820.00",12.8,11.3,12,0,0,20,18,9,0,800,42560
70,"283,232.00","19,520.00","3,820.00",12.8,11.3,12,0,0,20,18,9,0,800,43360
71,"301,206.00","20,759.00","4,062.00",12.8,11.3,12,0,0,20,18,9,0,800,44160
72,"301,206.00","20,759.00","4,062.00",13.6,12,12.8,0,0,20,18,9,0,800,44960
73,"320,050.00","22,058.00","4,317.00",13.6,12,12.8,0,0,20,18,9,0,800,45760
74,"339,763.00","23,417.00","4,583.00",13.6,12,12.8,0,0,20,18,9,0,800,46560
75,"339,763.00","23,417.00","4,583.00",13.6,12,12.8,0,0,20,18,9,0,800,47360
76,"360,346.00","24,835.00","4,860.00",13.6,12,12.8,0,0,20,18,9,0,800,48160
77,"360,346.00","24,835.00","4,860.00",13.6,12,12.8,0,0,25,20,10,0,800,48960
78,"381,798.00","26,314.00","5,149.00",13.6,12,12.8,0,0,25,20,10,0,800,49760
79,"404,121.00","27,852.00","5,451.00",13.6,12,12.8,0,0,25,20,10,0,800,50560
80,"404,121.00","27,852.00","5,451.00",13.6,12,12.8,0,0,25,20,10,0,800,51360
81,"427,458.00","29,461.00","5,765.00",13.6,12,12.8,0,0,25,20,10,0,800,52160
82,"427,458.00","29,461.00","5,765.00",14.5,12.8,13.6,0,0,25,20,10,0,800,52960
83,"451,809.00","31,139.00","6,094.00",14.5,12.8,13.6,0,0,25,20,10,0,800,53760
84,"477,175.00","32,887.00","6,436.00",14.5,12.8,13.6,0,0,25,20,10,0,800,54560
85,"477,175.00","32,887.00","6,436.00",14.5,12.8,13.6,0,0,25,20,10,0,800,55360
86,"503,556.00","34,705.00","6,792.00",14.5,12.8,13.6,0,0,25,20,10,0,800,56160
87,"503,556.00","34,705.00","6,792.00",15.3,13.5,14.4,0,0,30,20,10,0,800,56960
88,"530,952.00","36,593.00","7,161.00",15.3,13.5,14.4,0,0,30,20,10,0,800,57760
89,"559,362.00","38,551.00","7,544.00",15.3,13.5,14.4,0,0,30,20,10,0,800,58560
90,"559,362.00","38,551.00","7,544.00",15.3,13.5,14.4,0,0,30,20,10,0,800,59360
91,"588,932.00","40,589.00","7,943.00",15.3,13.5,14.4,0,0,30,20,10,0,800,60160
92,"588,932.00","40,589.00","7,943.00",16.2,14.3,15.2,0,0,30,20,10,0,800,60960
93,"619,661.00","42,707.00","8,358.00",16.2,14.3,15.2,0,0,30,20,10,0,800,61760
94,"651,550.00","44,905.00","8,788.00",16.2,14.3,15.2,0,0,30,20,10,0,800,62560
95,"651,550.00","44,905.00","8,788.00",16.2,14.3,15.2,0,0,30,20,10,0,800,63360
96,"684,599.00","47,183.00","9,233.00",16.2,14.3,15.2,0,0,30,20,10,0,800,64160
97,"684,599.00","47,183.00","9,233.00",17,15,16,0,0,35,20,10,0,800,64960
98,"718,807.00","49,540.00","9,695.00",17,15,16,0,0,35,20,10,0,800,65760
99,"754,175.00","51,978.00","10,172.00",17,15,16,0,0,35,20,10,0,800,66560
100,"754,175.00","51,978.00","10,172.00",17,15,16,0,0,35,20,10,0,800,67360
101,"790,847.00","54,505.00","10,666.00",17,15,16,0,0,35,20,10,0,800,68160
102,"790,847.00","54,505.00","10,666.00",17.9,15.8,16.8,0,0,35,20,10,0,800,68960
103,"828,824.00","57,123.00","11,179.00",17.9,15.8,16.8,0,0,35,20,10,0,800,69760
104,"868,106.00","59,830.00","11,708.00",17.9,15.8,16.8,0,0,35,20,10,0,800,70560
105,"868,106.00","59,830.00","11,708.00",17.9,15.8,16.8,0,0,35,20,10,0,800,71360
106,"908,692.00","62,627.00","12,256.00",17.9,15.8,16.8,0,0,35,20,10,0,800,72160
107,"908,692.00","62,627.00","12,256.00",18.7,16.5,17.6,0,0,35,20,10,0,800,72960
108,"950,582.00","65,514.00","12,821.00",18.7,16.5,17.6,0,0,35,20,10,0,800,73760
109,"993,777.00","68,491.00","13,403.00",18.7,16.5,17.6,0,0,35,20,10,0,800,74560
110,"993,777.00","68,491.00","13,403.00",18.7,16.5,17.6,0,0,35,20,10,0,800,75360
111,"1,038,422.00","71,568.00","14,006.00",18.7,16.5,17.6,0,0,35,20,10,0,800,76160
112,"1,084,516.00","74,745.00","14,627.00",18.7,16.5,17.6,0,0,35,20,10,0,800,76960
113,"1,132,060.00","78,022.00","15,269.00",18.7,16.5,17.6,0,0,35,20,10,0,800,77760
114,"1,181,053.00","81,399.00","15,929.00",18.7,16.5,17.6,0,0,35,20,10,0,800,78560
115,"1,181,053.00","81,399.00","15,929.00",18.7,16.5,17.6,0,0,35,20,10,0,800,79360
116,"1,230,336.00","84,796.00","16,594.00",18.7,16.5,17.6,0,0,35,20,10,0,800,80160
117,"1,279,619.00","88,193.00","17,259.00",18.7,16.5,17.6,0,0,35,20,10,0,800,80960
118,"1,328,902.00","91,590.00","17,924.00",18.7,16.5,17.6,0,0,35,20,10,0,800,81760
119,"1,378,185.00","94,987.00","18,589.00",18.7,16.5,17.6,0,0,35,20,10,0,800,82560
120,"1,378,185.00","94,987.00","18,589.00",18.7,16.5,17.6,0,0,35,20,10,0,800,83360
121,"1,427,468.00","98,384.00","19,254.00",18.7,16.5,17.6,0,0,35,20,10,0,800,84160
122,"1,476,751.00","101,781.00","19,919.00",18.7,16.5,17.6,0,0,35,20,10,0,800,84960
123,"1,526,034.00","105,178.00","20,584.00",18.7,16.5,17.6,0,0,35,20,10,0,800,85760
124,"1,575,317.00","108,575.00","21,249.00",18.7,16.5,17.6,0,0,35,20,10,0,800,86560
125,"1,575,317.00","108,575.00","21,249.00",18.7,16.5,17.6,0,0,35,20,10,0,800,87360
126,"1,624,600.00","111,972.00","21,914.00",18.7,16.5,17.6,0,0,35,20,10,0,800,88160
127,"1,673,883.00","115,369.00","22,579.00",18.7,16.5,17.6,0,0,35,20,10,0,800,88960
128,"1,723,166.00","118,766.00","23,244.00",18.7,16.5,17.6,0,0,35,20,10,0,800,89760
129,"1,772,449.00","122,163.00","23,909.00",18.7,16.5,17.6,0,0,35,20,10,0,800,90560
130,"1,772,449.00","122,163.00","23,909.00",18.7,16.5,17.6,0,0,35,20,10,0,800,91360
131,"1,821,732.00","125,560.00","24,574.00",18.7,16.5,17.6,0,0,35,20,10,0,800,92160
132,"1,871,015.00","128,957.00","25,239.00",18.7,16.5,17.6,0,0,35,20,10,0,800,92960
133,"1,920,298.00","132,354.00","25,904.00",18.7,16.5,17.6,0,0,35,20,10,0,800,93760
134,"1,969,581.00","135,751.00","26,569.00",18.7,16.5,17.6,0,0,35,20,10,0,800,94560
135,"1,969,581.00","135,751.00","26,569.00",18.7,16.5,17.6,0,0,35,20,10,0,800,95360
136,"2,018,864.00","139,148.00","27,234.00",18.7,16.5,17.6,0,0,35,20,10,0,800,96160
137,"2,068,147.00","142,545.00","27,899.00",18.7,16.5,17.6,0,0,35,20,10,0,800,96960
138,"2,117,430.00","145,942.00","28,564.00",18.7,16.5,17.6,0,0,35,20,10,0,800,97760
139,"2,166,713.00","149,339.00","29,229.00",18.7,16.5,17.6,0,0,35,20,10,0,800,98560
140,"2,166,713.00","149,339.00","29,229.00",18.7,16.5,17.6,0,0,35,20,10,0,800,99360
141,"2,215,996.00","152,736.00","29,894.00",18.7,16.5,17.6,0,0,35,20,10,0,800,100160
142,"2,265,279.00","156,133.00","30,559.00",18.7,16.5,17.6,0,0,35,20,10,0,800,100960
143,"2,314,562.00","159,530.00","31,224.00",18.7,16.5,17.6,0,0,35,20,10,0,800,101760
144,"2,363,845.00","162,927.00","31,889.00",18.7,16.5,17.6,0,0,35,20,10,0,800,102560
145,"2,363,845.00","162,927.00","31,889.00",18.7,16.5,17.6,0,0,35,20,10,0,800,103360
146,"2,413,128.00","166,324.00","32,554.00",18.7,16.5,17.6,0,0,35,20,10,0,800,104160
147,"2,462,411.00","169,721.00","33,219.00",18.7,16.5,17.6,0,0,35,20,10,0,800,104960
148,"2,511,694.00","173,118.00","33,884.00",18.7,16.5,17.6,0,0,35,20,10,0,800,105760
149,"2,560,977.00","176,515.00","34,549.00",18.7,16.5,17.6,0,0,35,20,10,0,800,106560
150,"2,560,977.00","176,515.00","34,549.00",18.7,16.5,17.6,0,0,35,20,10,0,800,107360
151,"2,610,260.00","179,912.00","35,214.00",18.7,16.5,17.6,0,0,35,20,10,0,800,108160
152,"2,659,543.00","183,309.00","35,879.00",18.7,16.5,17.6,0,0,35,20,10,0,800,108960
153,"2,708,826.00","186,706.00","36,544.00",18.7,16.5,17.6,0,0,35,20,10,0,800,109760
154,"2,758,109.00","190,103.00","37,209.00",18.7,16.5,17.6,0,0,35,20,10,0,800,110560
155,"2,758,109.00","190,103.00","37,209.00",18.7,16.5,17.6,0,0,35,20,10,0,800,111360
156,"2,807,392.00","193,500.00","37,874.00",18.7,16.5,17.6,0,0,35,20,10,0,800,112160
157,"2,856,675.00","196,897.00","38,539.00",18.7,16.5,17.6,0,0,35,20,10,0,800,112960
158,"2,905,958.00","200,294.00","39,204.00",18.7,16.5,17.6,0,0,35,20,10,0,800,113760
159,"2,955,241.00","203,691.00","39,869.00",18.7,16.5,17.6,0,0,35,20,10,0,800,114560
160,"2,955,241.00","203,691.00","39,869.00",18.7,16.5,17.6,0,0,35,20,10,0,800,115360
161,"3,004,524.00","207,088.00","40,534.00",18.7,16.5,17.6,0,0,35,20,10,0,800,116160
162,"3,053,807.00","210,485.00","41,199.00",18.7,16.5,17.6,0,0,35,20,10,0,800,116960
163,"3,103,090.00","213,882.00","41,864.00",18.7,16.5,17.6,0,0,35,20,10,0,800,117760
164,"3,152,373.00","217,279.00","42,529.00",18.7,16.5,17.6,0,0,35,20,10,0,800,118560
165,"3,152,373.00","217,279.00","42,529.00",18.7,16.5,17.6,0,0,35,20,10,0,800,119360
166,"3,201,656.00","220,676.00","43,194.00",18.7,16.5,17.6,0,0,35,20,10,0,800,120160
167,"3,250,939.00","224,073.00","43,859.00",18.7,16.5,17.6,0,0,35,20,10,0,800,120960
168,"3,300,222.00","227,470.00","44,524.00",18.7,16.5,17.6,0,0,35,20,10,0,800,121760
169,"3,349,505.00","230,867.00","45,189.00",18.7,16.5,17.6,0,0,35,20,10,0,800,122560
170,"3,349,505.00","230,867.00","45,189.00",18.7,16.5,17.6,0,0,35,20,10,0,800,123360
171,"3,398,788.00","234,264.00","45,854.00",18.7,16.5,17.6,0,0,35,20,10,0,800,124160
172,"3,448,071.00","237,661.00","46,519.00",18.7,16.5,17.6,0,0,35,20,10,0,800,124960
173,"3,497,354.00","241,058.00","47,184.00",18.7,16.5,17.6,0,0,35,20,10,0,800,125760
174,"3,546,637.00","244,455.00","47,849.00",18.7,16.5,17.6,0,0,35,20,10,0,800,126560
175,"3,546,637.00","244,455.00","47,849.00",18.7,16.5,17.6,0,0,35,20,10,0,800,127360
176,"3,595,920.00","247,852.00","48,514.00",18.7,16.5,17.6,0,0,35,20,10,0,800,128160
177,"3,645,203.00","251,249.00","49,179.00",18.7,16.5,17.6,0,0,35,20,10,0,800,128960
178,"3,694,486.00","254,646.00","49,844.00",18.7,16.5,17.6,0,0,35,20,10,0,800,129760
179,"3,743,769.00","258,043.00","50,509.00",18.7,16.5,17.6,0,0,35,20,10,0,800,130560
180,"3,743,769.00","258,043.00","50,509.00",18.7,16.5,17.6,0,0,35,20,10,0,800,131360
