,HP,ATK,DEF,HP.PR,ATK.PR,DEF.PR,CRIT,HIT,DODG,MSPD,HAST,LFS,COST,TOTALCOST
70,"285,773.00","19,247.00","3,908.00",12,12,12,0,60,0,0,0,5,800,43360
71,"303,908.00","20,468.00","4,156.00",12,12,12,0,60,0,0,0,5,800,44160
72,"303,908.00","20,468.00","4,156.00",12.8,12.8,12.8,0,60,0,0,0,5,800,44960
73,"322,920.00","21,749.00","4,416.00",12.8,12.8,12.8,0,60,0,0,0,5,800,45760
74,"342,810.00","23,088.00","4,688.00",12.8,12.8,12.8,0,60,0,0,0,5,800,46560
75,"342,810.00","23,088.00","4,688.00",12.8,12.8,12.8,0,60,0,0,0,5,800,47360
76,"363,578.00","24,487.00","4,972.00",12.8,12.8,12.8,0,60,0,0,0,5,800,48160
77,"363,578.00","24,487.00","4,972.00",12.8,12.8,12.8,0,70,0,0,0,6,800,48960
78,"385,223.00","25,945.00","5,268.00",12.8,12.8,12.8,0,70,0,0,0,6,800,49760
79,"407,745.00","27,462.00","5,576.00",12.8,12.8,12.8,0,70,0,0,0,6,800,50560
80,"407,745.00","27,462.00","5,576.00",12.8,12.8,12.8,0,70,0,0,0,6,800,51360
81,"431,291.00","29,048.00","5,898.00",12.8,12.8,12.8,0,70,0,0,0,6,800,52160
82,"431,291.00","29,048.00","5,898.00",13.6,13.6,13.6,0,75,0,0,0,6,800,52960
83,"455,861.00","30,702.00","6,234.00",13.6,13.6,13.6,0,75,0,0,0,6,800,53760
84,"481,455.00","32,426.00","6,584.00",13.6,13.6,13.6,0,75,0,0,0,6,800,54560
85,"481,455.00","32,426.00","6,584.00",13.6,13.6,13.6,0,75,0,0,0,6,800,55360
86,"508,073.00","34,219.00","6,948.00",13.6,13.6,13.6,0,75,0,0,0,6,800,56160
87,"508,073.00","34,219.00","6,948.00",14.4,14.4,14.4,0,75,0,0,0,6,800,56960
88,"535,714.00","36,081.00","7,326.00",14.4,14.4,14.4,0,75,0,0,0,6,800,57760
89,"564,379.00","38,011.00","7,718.00",14.4,14.4,14.4,0,75,0,0,0,6,800,58560
90,"564,379.00","38,011.00","7,718.00",14.4,14.4,14.4,0,75,0,0,0,6,800,59360
91,"594,214.00","40,021.00","8,126.00",14.4,14.4,14.4,0,75,0,0,0,6,800,60160
92,"594,214.00","40,021.00","8,126.00",15.2,15.2,15.2,0,80,0,0,0,6,800,60960
93,"625,219.00","42,109.00","8,550.00",15.2,15.2,15.2,0,80,0,0,0,6,800,61760
94,"657,394.00","44,276.00","8,990.00",15.2,15.2,15.2,0,80,0,0,0,6,800,62560
95,"657,394.00","44,276.00","8,990.00",15.2,15.2,15.2,0,80,0,0,0,6,800,63360
96,"690,739.00","46,522.00","9,446.00",15.2,15.2,15.2,0,80,0,0,0,6,800,64160
97,"690,739.00","46,522.00","9,446.00",16,16,16,0,80,0,0,0,6,800,64960
98,"725,254.00","48,846.00","9,918.00",16,16,16,0,80,0,0,0,6,800,65760
99,"760,939.00","51,250.00","10,406.00",16,16,16,0,80,0,0,0,6,800,66560
100,"760,939.00","51,250.00","10,406.00",16,16,16,0,80,0,0,0,6,800,67360
101,"797,940.00","53,742.00","10,912.00",16,16,16,0,80,0,0,0,6,800,68160
102,"797,940.00","53,742.00","10,912.00",16.8,16.8,16.8,0,85,0,0,0,6,800,68960
103,"836,258.00","56,322.00","11,436.00",16.8,16.8,16.8,0,85,0,0,0,6,800,69760
104,"875,891.00","58,992.00","11,978.00",16.8,16.8,16.8,0,85,0,0,0,6,800,70560
105,"875,891.00","58,992.00","11,978.00",16.8,16.8,16.8,0,85,0,0,0,6,800,71360
106,"916,841.00","61,750.00","12,538.00",16.8,16.8,16.8,0,85,0,0,0,6,800,72160
107,"916,841.00","61,750.00","12,538.00",17.6,17.6,17.6,0,90,0,0,0,6,800,72960
108,"959,108.00","64,596.00","13,116.00",17.6,17.6,17.6,0,90,0,0,0,6,800,73760
109,"1,002,690.00","67,532.00","13,712.00",17.6,17.6,17.6,0,90,0,0,0,6,800,74560
110,"1,002,690.00","67,532.00","13,712.00",17.6,17.6,17.6,0,90,0,0,0,6,800,75360
111,"1,047,735.00","70,565.00","14,328.00",17.6,17.6,17.6,0,90,0,0,0,6,800,76160
112,"1,094,243.00","73,698.00","14,964.00",17.6,17.6,17.6,0,90,0,0,0,6,800,76960
113,"1,142,213.00","76,929.00","15,620.00",17.6,17.6,17.6,0,90,0,0,0,6,800,77760
114,"1,191,645.00","80,258.00","16,296.00",17.6,17.6,17.6,0,90,0,0,0,6,800,78560
115,"1,191,645.00","80,258.00","16,296.00",17.6,17.6,17.6,0,90,0,0,0,6,800,79360
116,"1,241,370.00","83,607.00","16,976.00",17.6,17.6,17.6,0,90,0,0,0,6,800,80160
117,"1,291,095.00","86,956.00","17,656.00",17.6,17.6,17.6,0,90,0,0,0,6,800,80960
118,"1,340,820.00","90,305.00","18,336.00",17.6,17.6,17.6,0,90,0,0,0,6,800,81760
119,"1,390,545.00","93,654.00","19,016.00",17.6,17.6,17.6,0,90,0,0,0,6,800,82560
120,"1,390,545.00","93,654.00","19,016.00",17.6,17.6,17.6,0,90,0,0,0,6,800,83360
121,"1,440,270.00","97,003.00","19,696.00",17.6,17.6,17.6,0,90,0,0,0,6,800,84160
122,"1,489,995.00","100,352.00","20,376.00",17.6,17.6,17.6,0,90,0,0,0,6,800,84960
123,"1,539,720.00","103,701.00","21,056.00",17.6,17.6,17.6,0,90,0,0,0,6,800,85760
124,"1,589,445.00","107,050.00","21,736.00",17.6,17.6,17.6,0,90,0,0,0,6,800,86560
125,"1,589,445.00","107,050.00","21,736.00",17.6,17.6,17.6,0,90,0,0,0,6,800,87360
126,"1,639,170.00","110,399.00","22,416.00",17.6,17.6,17.6,0,90,0,0,0,6,800,88160
127,"1,688,895.00","113,748.00","23,096.00",17.6,17.6,17.6,0,90,0,0,0,6,800,88960
128,"1,738,620.00","117,097.00","23,776.00",17.6,17.6,17.6,0,90,0,0,0,6,800,89760
129,"1,788,345.00","120,446.00","24,456.00",17.6,17.6,17.6,0,90,0,0,0,6,800,90560
130,"1,788,345.00","120,446.00","24,456.00",17.6,17.6,17.6,0,90,0,0,0,6,800,91360
131,"1,838,070.00","123,795.00","25,136.00",17.6,17.6,17.6,0,90,0,0,0,6,800,92160
132,"1,887,795.00","127,144.00","25,816.00",17.6,17.6,17.6,0,90,0,0,0,6,800,92960
133,"1,937,520.00","130,493.00","26,496.00",17.6,17.6,17.6,0,90,0,0,0,6,800,93760
134,"1,987,245.00","133,842.00","27,176.00",17.6,17.6,17.6,0,90,0,0,0,6,800,94560
135,"1,987,245.00","133,842.00","27,176.00",17.6,17.6,17.6,0,90,0,0,0,6,800,95360
136,"2,036,970.00","137,191.00","27,856.00",17.6,17.6,17.6,0,90,0,0,0,6,800,96160
137,"2,086,695.00","140,540.00","28,536.00",17.6,17.6,17.6,0,90,0,0,0,6,800,96960
138,"2,136,420.00","143,889.00","29,216.00",17.6,17.6,17.6,0,90,0,0,0,6,800,97760
139,"2,186,145.00","147,238.00","29,896.00",17.6,17.6,17.6,0,90,0,0,0,6,800,98560
140,"2,186,145.00","147,238.00","29,896.00",17.6,17.6,17.6,0,90,0,0,0,6,800,99360
141,"2,235,870.00","150,587.00","30,576.00",17.6,17.6,17.6,0,90,0,0,0,6,800,100160
142,"2,285,595.00","153,936.00","31,256.00",17.6,17.6,17.6,0,90,0,0,0,6,800,100960
143,"2,335,320.00","157,285.00","31,936.00",17.6,17.6,17.6,0,90,0,0,0,6,800,101760
144,"2,385,045.00","160,634.00","32,616.00",17.6,17.6,17.6,0,90,0,0,0,6,800,102560
145,"2,385,045.00","160,634.00","32,616.00",17.6,17.6,17.6,0,90,0,0,0,6,800,103360
146,"2,434,770.00","163,983.00","33,296.00",17.6,17.6,17.6,0,90,0,0,0,6,800,104160
147,"2,484,495.00","167,332.00","33,976.00",17.6,17.6,17.6,0,90,0,0,0,6,800,104960
148,"2,534,220.00","170,681.00","34,656.00",17.6,17.6,17.6,0,90,0,0,0,6,800,105760
149,"2,583,945.00","174,030.00","35,336.00",17.6,17.6,17.6,0,90,0,0,0,6,800,106560
150,"2,583,945.00","174,030.00","35,336.00",17.6,17.6,17.6,0,90,0,0,0,6,800,107360
151,"2,633,670.00","177,379.00","36,016.00",17.6,17.6,17.6,0,90,0,0,0,6,800,108160
152,"2,683,395.00","180,728.00","36,696.00",17.6,17.6,17.6,0,90,0,0,0,6,800,108960
153,"2,733,120.00","184,077.00","37,376.00",17.6,17.6,17.6,0,90,0,0,0,6,800,109760
154,"2,782,845.00","187,426.00","38,056.00",17.6,17.6,17.6,0,90,0,0,0,6,800,110560
155,"2,782,845.00","187,426.00","38,056.00",17.6,17.6,17.6,0,90,0,0,0,6,800,111360
156,"2,832,570.00","190,775.00","38,736.00",17.6,17.6,17.6,0,90,0,0,0,6,800,112160
157,"2,882,295.00","194,124.00","39,416.00",17.6,17.6,17.6,0,90,0,0,0,6,800,112960
158,"2,932,020.00","197,473.00","40,096.00",17.6,17.6,17.6,0,90,0,0,0,6,800,113760
159,"2,981,745.00","200,822.00","40,776.00",17.6,17.6,17.6,0,90,0,0,0,6,800,114560
160,"2,981,745.00","200,822.00","40,776.00",17.6,17.6,17.6,0,90,0,0,0,6,800,115360
161,"3,031,470.00","204,171.00","41,456.00",17.6,17.6,17.6,0,90,0,0,0,6,800,116160
162,"3,081,195.00","207,520.00","42,136.00",17.6,17.6,17.6,0,90,0,0,0,6,800,116960
163,"3,130,920.00","210,869.00","42,816.00",17.6,17.6,17.6,0,90,0,0,0,6,800,117760
164,"3,180,645.00","214,218.00","43,496.00",17.6,17.6,17.6,0,90,0,0,0,6,800,118560
165,"3,180,645.00","214,218.00","43,496.00",17.6,17.6,17.6,0,90,0,0,0,6,800,119360
166,"3,230,370.00","217,567.00","44,176.00",17.6,17.6,17.6,0,90,0,0,0,6,800,120160
167,"3,280,095.00","220,916.00","44,856.00",17.6,17.6,17.6,0,90,0,0,0,6,800,120960
168,"3,329,820.00","224,265.00","45,536.00",17.6,17.6,17.6,0,90,0,0,0,6,800,121760
169,"3,379,545.00","227,614.00","46,216.00",17.6,17.6,17.6,0,90,0,0,0,6,800,122560
170,"3,379,545.00","227,614.00","46,216.00",17.6,17.6,17.6,0,90,0,0,0,6,800,123360
171,"3,429,270.00","230,963.00","46,896.00",17.6,17.6,17.6,0,90,0,0,0,6,800,124160
172,"3,478,995.00","234,312.00","47,576.00",17.6,17.6,17.6,0,90,0,0,0,6,800,124960
173,"3,528,720.00","237,661.00","48,256.00",17.6,17.6,17.6,0,90,0,0,0,6,800,125760
174,"3,578,445.00","241,010.00","48,936.00",17.6,17.6,17.6,0,90,0,0,0,6,800,126560
175,"3,578,445.00","241,010.00","48,936.00",17.6,17.6,17.6,0,90,0,0,0,6,800,127360
176,"3,628,170.00","244,359.00","49,616.00",17.6,17.6,17.6,0,90,0,0,0,6,800,128160
177,"3,677,895.00","247,708.00","50,296.00",17.6,17.6,17.6,0,90,0,0,0,6,800,128960
178,"3,727,620.00","251,057.00","50,976.00",17.6,17.6,17.6,0,90,0,0,0,6,800,129760
179,"3,777,345.00","254,406.00","51,656.00",17.6,17.6,17.6,0,90,0,0,0,6,800,130560
180,"3,777,345.00","254,406.00","51,656.00",17.6,17.6,17.6,0,90,0,0,0,6,800,131360
