,HP,ATK,DEF,HP.PR,ATK.PR,DEF.PR,CRIT,HIT,DODG,MSPD,HAST,LFS,COST,TOTALCOST
78,"330,962.00","29,132.00","4,820.00",11.2,14.4,11.2,0,45,50,0,0,0,800,49760
79,"350,312.00","30,835.00","5,102.00",11.2,14.4,11.2,0,45,50,0,0,0,800,50560
80,"350,312.00","30,835.00","5,102.00",11.2,14.4,11.2,0,45,50,0,0,0,800,51360
81,"370,542.00","32,616.00","5,397.00",11.2,14.4,11.2,0,45,50,0,0,0,800,52160
82,"370,542.00","32,616.00","5,397.00",11.9,15.3,11.9,0,50,50,0,0,0,800,52960
83,"391,651.00","34,474.00","5,704.00",11.9,15.3,11.9,0,50,50,0,0,0,800,53760
84,"413,640.00","36,410.00","6,024.00",11.9,15.3,11.9,0,50,50,0,0,0,800,54560
85,"413,640.00","36,410.00","6,024.00",11.9,15.3,11.9,0,50,50,0,0,0,800,55360
86,"436,508.00","38,422.00","6,357.00",11.9,15.3,11.9,0,50,50,0,0,0,800,56160
87,"436,508.00","38,422.00","6,357.00",12.6,16.2,12.6,0,50,50,0,0,0,800,56960
88,"460,256.00","40,513.00","6,703.00",12.6,16.2,12.6,0,50,50,0,0,0,800,57760
89,"484,883.00","42,681.00","7,062.00",12.6,16.2,12.6,0,50,50,0,0,0,800,58560
90,"484,883.00","42,681.00","7,062.00",12.6,16.2,12.6,0,50,50,0,0,0,800,59360
91,"510,516.00","44,937.00","7,435.00",12.6,16.2,12.6,0,50,50,0,0,0,800,60160
92,"510,516.00","44,937.00","7,435.00",13.3,17.1,13.3,0,55,50,0,0,0,800,60960
93,"537,154.00","47,282.00","7,823.00",13.3,17.1,13.3,0,55,50,0,0,0,800,61760
94,"564,797.00","49,715.00","8,226.00",13.3,17.1,13.3,0,55,50,0,0,0,800,62560
95,"564,797.00","49,715.00","8,226.00",13.3,17.1,13.3,0,55,50,0,0,0,800,63360
96,"593,445.00","52,236.00","8,643.00",13.3,17.1,13.3,0,55,50,0,0,0,800,64160
97,"593,445.00","52,236.00","8,643.00",14,18,14,0,60,50,0,0,0,800,64960
98,"623,098.00","54,847.00","9,075.00",14,18,14,0,60,50,0,0,0,800,65760
99,"653,757.00","57,545.00","9,521.00",14,18,14,0,60,50,0,0,0,800,66560
100,"653,757.00","57,545.00","9,521.00",14,18,14,0,60,50,0,0,0,800,67360
101,"685,546.00","60,343.00","9,984.00",14,18,14,0,60,50,0,0,0,800,68160
102,"685,546.00","60,343.00","9,984.00",14.7,18.9,14.7,0,65,50,0,0,0,800,68960
103,"718,467.00","63,241.00","10,464.00",14.7,18.9,14.7,0,65,50,0,0,0,800,69760
104,"752,518.00","66,238.00","10,960.00",14.7,18.9,14.7,0,65,50,0,0,0,800,70560
105,"752,518.00","66,238.00","10,960.00",14.7,18.9,14.7,0,65,50,0,0,0,800,71360
106,"787,700.00","69,335.00","11,472.00",14.7,18.9,14.7,0,65,50,0,0,0,800,72160
107,"787,700.00","69,335.00","11,472.00",15.4,19.8,15.4,0,65,55,0,0,0,800,72960
108,"824,013.00","72,531.00","12,001.00",15.4,19.8,15.4,0,65,55,0,0,0,800,73760
109,"861,456.00","75,827.00","12,546.00",15.4,19.8,15.4,0,65,55,0,0,0,800,74560
110,"861,456.00","75,827.00","12,546.00",15.4,19.8,15.4,0,65,55,0,0,0,800,75360
111,"900,157.00","79,234.00","13,110.00",15.4,19.8,15.4,0,65,55,0,0,0,800,76160
112,"940,113.00","82,751.00","13,692.00",15.4,19.8,15.4,0,65,55,0,0,0,800,76960
113,"981,327.00","86,379.00","14,292.00",15.4,19.8,15.4,0,65,55,0,0,0,800,77760
114,"1,023,796.00","90,117.00","14,911.00",15.4,19.8,15.4,0,65,55,0,0,0,800,78560
115,"1,023,796.00","90,117.00","14,911.00",15.4,19.8,15.4,0,65,55,0,0,0,800,79360
116,"1,066,517.00","93,877.00","15,533.00",15.4,19.8,15.4,0,65,55,0,0,0,800,80160
117,"1,109,238.00","97,638.00","16,155.00",15.4,19.8,15.4,0,65,55,0,0,0,800,80960
118,"1,151,959.00","101,398.00","16,777.00",15.4,19.8,15.4,0,65,55,0,0,0,800,81760
119,"1,194,680.00","105,158.00","17,400.00",15.4,19.8,15.4,0,65,55,0,0,0,800,82560
120,"1,194,680.00","105,158.00","17,400.00",15.4,19.8,15.4,0,65,55,0,0,0,800,83360
121,"1,237,401.00","108,919.00","18,022.00",15.4,19.8,15.4,0,65,55,0,0,0,800,84160
122,"1,280,122.00","112,679.00","18,644.00",15.4,19.8,15.4,0,65,55,0,0,0,800,84960
123,"1,322,843.00","116,440.00","19,266.00",15.4,19.8,15.4,0,65,55,0,0,0,800,85760
124,"1,365,564.00","120,200.00","19,888.00",15.4,19.8,15.4,0,65,55,0,0,0,800,86560
125,"1,365,564.00","120,200.00","19,888.00",15.4,19.8,15.4,0,65,55,0,0,0,800,87360
126,"1,408,285.00","123,960.00","20,511.00",15.4,19.8,15.4,0,65,55,0,0,0,800,88160
127,"1,451,006.00","127,721.00","21,133.00",15.4,19.8,15.4,0,65,55,0,0,0,800,88960
128,"1,493,727.00","131,481.00","21,755.00",15.4,19.8,15.4,0,65,55,0,0,0,800,89760
129,"1,536,448.00","135,242.00","22,377.00",15.4,19.8,15.4,0,65,55,0,0,0,800,90560
130,"1,536,448.00","135,242.00","22,377.00",15.4,19.8,15.4,0,65,55,0,0,0,800,91360
131,"1,579,169.00","139,002.00","22,999.00",15.4,19.8,15.4,0,65,55,0,0,0,800,92160
132,"1,621,890.00","142,763.00","23,621.00",15.4,19.8,15.4,0,65,55,0,0,0,800,92960
133,"1,664,611.00","146,523.00","24,243.00",15.4,19.8,15.4,0,65,55,0,0,0,800,93760
134,"1,707,332.00","150,283.00","24,866.00",15.4,19.8,15.4,0,65,55,0,0,0,800,94560
135,"1,707,332.00","150,283.00","24,866.00",15.4,19.8,15.4,0,65,55,0,0,0,800,95360
136,"1,750,053.00","154,044.00","25,488.00",15.4,19.8,15.4,0,65,55,0,0,0,800,96160
137,"1,792,774.00","157,804.00","26,110.00",15.4,19.8,15.4,0,65,55,0,0,0,800,96960
138,"1,835,495.00","161,565.00","26,732.00",15.4,19.8,15.4,0,65,55,0,0,0,800,97760
139,"1,878,216.00","165,325.00","27,354.00",15.4,19.8,15.4,0,65,55,0,0,0,800,98560
140,"1,878,216.00","165,325.00","27,354.00",15.4,19.8,15.4,0,65,55,0,0,0,800,99360
141,"1,920,937.00","169,085.00","27,977.00",15.4,19.8,15.4,0,65,55,0,0,0,800,100160
142,"1,963,658.00","172,846.00","28,599.00",15.4,19.8,15.4,0,65,55,0,0,0,800,100960
143,"2,006,379.00","176,606.00","29,221.00",15.4,19.8,15.4,0,65,55,0,0,0,800,101760
144,"2,049,100.00","180,367.00","29,843.00",15.4,19.8,15.4,0,65,55,0,0,0,800,102560
145,"2,049,100.00","180,367.00","29,843.00",15.4,19.8,15.4,0,65,55,0,0,0,800,103360
146,"2,091,821.00","184,127.00","30,465.00",15.4,19.8,15.4,0,65,55,0,0,0,800,104160
147,"2,134,542.00","187,888.00","31,087.00",15.4,19.8,15.4,0,65,55,0,0,0,800,104960
148,"2,177,263.00","191,648.00","31,709.00",15.4,19.8,15.4,0,65,55,0,0,0,800,105760
149,"2,219,984.00","195,408.00","32,332.00",15.4,19.8,15.4,0,65,55,0,0,0,800,106560
150,"2,219,984.00","195,408.00","32,332.00",15.4,19.8,15.4,0,65,55,0,0,0,800,107360
151,"2,262,705.00","199,169.00","32,954.00",15.4,19.8,15.4,0,65,55,0,0,0,800,108160
152,"2,305,426.00","202,929.00","33,576.00",15.4,19.8,15.4,0,65,55,0,0,0,800,108960
153,"2,348,147.00","206,690.00","34,198.00",15.4,19.8,15.4,0,65,55,0,0,0,800,109760
154,"2,390,868.00","210,450.00","34,820.00",15.4,19.8,15.4,0,65,55,0,0,0,800,110560
155,"2,390,868.00","210,450.00","34,820.00",15.4,19.8,15.4,0,65,55,0,0,0,800,111360
156,"2,433,589.00","214,210.00","35,443.00",15.4,19.8,15.4,0,65,55,0,0,0,800,112160
157,"2,476,310.00","217,971.00","36,065.00",15.4,19.8,15.4,0,65,55,0,0,0,800,112960
158,"2,519,031.00","221,731.00","36,687.00",15.4,19.8,15.4,0,65,55,0,0,0,800,113760
159,"2,561,752.00","225,492.00","37,309.00",15.4,19.8,15.4,0,65,55,0,0,0,800,114560
160,"2,561,752.00","225,492.00","37,309.00",15.4,19.8,15.4,0,65,55,0,0,0,800,115360
161,"2,604,473.00","229,252.00","37,931.00",15.4,19.8,15.4,0,65,55,0,0,0,800,116160
162,"2,647,194.00","233,013.00","38,553.00",15.4,19.8,15.4,0,65,55,0,0,0,800,116960
163,"2,689,915.00","236,773.00","39,175.00",15.4,19.8,15.4,0,65,55,0,0,0,800,117760
164,"2,732,636.00","240,533.00","39,798.00",15.4,19.8,15.4,0,65,55,0,0,0,800,118560
165,"2,732,636.00","240,533.00","39,798.00",15.4,19.8,15.4,0,65,55,0,0,0,800,119360
166,"2,775,357.00","244,294.00","40,420.00",15.4,19.8,15.4,0,65,55,0,0,0,800,120160
167,"2,818,078.00","248,054.00","41,042.00",15.4,19.8,15.4,0,65,55,0,0,0,800,120960
168,"2,860,799.00","251,815.00","41,664.00",15.4,19.8,15.4,0,65,55,0,0,0,800,121760
169,"2,903,520.00","255,575.00","42,286.00",15.4,19.8,15.4,0,65,55,0,0,0,800,122560
170,"2,903,520.00","255,575.00","42,286.00",15.4,19.8,15.4,0,65,55,0,0,0,800,123360
171,"2,946,241.00","259,335.00","42,909.00",15.4,19.8,15.4,0,65,55,0,0,0,800,124160
172,"2,988,962.00","263,096.00","43,531.00",15.4,19.8,15.4,0,65,55,0,0,0,800,124960
173,"3,031,683.00","266,856.00","44,153.00",15.4,19.8,15.4,0,65,55,0,0,0,800,125760
174,"3,074,404.00","270,617.00","44,775.00",15.4,19.8,15.4,0,65,55,0,0,0,800,126560
175,"3,074,404.00","270,617.00","44,775.00",15.4,19.8,15.4,0,65,55,0,0,0,800,127360
176,"3,117,125.00","274,377.00","45,397.00",15.4,19.8,15.4,0,65,55,0,0,0,800,128160
177,"3,159,846.00","278,138.00","46,019.00",15.4,19.8,15.4,0,65,55,0,0,0,800,128960
178,"3,202,567.00","281,898.00","46,641.00",15.4,19.8,15.4,0,65,55,0,0,0,800,129760
179,"3,245,288.00","285,658.00","47,264.00",15.4,19.8,15.4,0,65,55,0,0,0,800,130560
180,"3,245,288.00","285,658.00","47,264.00",15.4,19.8,15.4,0,65,55,0,0,0,800,131360
